uri,book_id,name,author_name,author_movement,genre,abstract,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Avg_Rating
http://dbpedia.org/resource/The_Monastery,1701,The Monastery,Walter Scott,Romanticism,Historical fiction,"The Monastery: a Romance (1820) is a historical novel by Sir Walter Scott. Along with The Abbot, it is one of Scott's Tales from Benedictine Sources and is set in the time of Mary, Queen of Scots, and the Elizabethan period.",2786,9048,1821,52,1743,2.28271844660194
http://dbpedia.org/resource/Quentin_Durward,1970,Quentin Durward,Walter Scott,Romanticism,Historical fiction,"Quentin Durward is a historical novel by Walter Scott, first published in 1823.  The story concerns a Scottish archer in the service of the French King Louis XI (1423–1483).",7519,1824,7,3541,1469,2.27694986072423
http://dbpedia.org/resource/The_Betrothed_(Manzoni_novel),1832,The Betrothed (Manzoni novel),Alessandro Manzoni,Romanticism,Historical fiction,"The Betrothed (Italian: I promessi sposi [i pro?messi ?sp??zi]) is an Italian historical novel by Alessandro Manzoni, first published in 1827, in three volumes. It has been called the most famous and widely read novel of the Italian language.Set in northern Italy in 1628, during the oppressive years under Spanish rule, it is sometimes seen as a veiled attack on Austria, which controlled the region at the time the novel was written. (The definitive version was published in 1842). It is also noted for the extraordinary description of the plague that struck Milan around 1630.It deals with a variety of themes, from the cowardly, hypocritical nature of one prelate (Don Abbondio) and the heroic sainthood of other priests (Padre Cristoforo, Federico Borromeo), to the unwavering strength of love (the relationship between Renzo and Lucia, and their struggle to finally meet again and be married), and offers some keen insights into the meanderings of the human mind.I promessi sposi was made into an opera of the same name by Amilcare Ponchielli in 1856 and by Errico Petrella in 1869. There have been many film versions of I promessi sposi, including I Promessi Sposi, 1908, The Betrothed 1941, The Betrothed, 1990, and Renzo and Lucia, made for television in 2004.In May 2015, at a weekly general audience at St. Peter's Square, Pope Francis asked engaged couples to read the novel for edification before marriage.",8826,7461,4138,417,2768,2.18847945785684
http://dbpedia.org/resource/The_Queen's_Necklace,2386,The Queen's Necklace,Alexandre Dumas,Romanticism,Historical fiction,"The Queen's Necklace is a novel by Alexandre Dumas that was published in 1849 and 1850 (immediately following the French Revolution of 1848). It is loosely based on the Affair of the Diamond Necklace, an episode involving fraud and royal scandal that made headlines at the court of Louis XVI in the 1780s.",9998,8960,5976,470,398,1.92682737772266
http://dbpedia.org/resource/Death_Comes_as_the_End,1052,Death Comes as the End,Agatha Christie,Golden Age of Detective Fiction,Historical mystery,"Death Comes as the End is a historical mystery novel by Agatha Christie, first published in the US by Dodd, Mead and Company in October 1944 and in the UK by the Collins Crime Club in March of the following year. The US Edition retailed at $2.00 and the UK edition at seven shillings and sixpence (7/6).It is the only one of Christie's novels not to be set in the 20th century, and – unusually for her – also features no European characters. Instead, the novel is set in Thebes in 2000 BC, a setting for which Christie gained an appreciation of while working with her archaeologist husband, Sir Max Mallowan in the Middle East. The novel is notable for its very high number of deaths and is comparable to And Then There Were None from this standpoint. It is also the first full-length novel combining historical fiction and the whodunit/detective story, a genre which would later come to be called the historical whodunit.The suggestion to base the story in ancient Egypt came from noted Egyptologist and family friend Stephen Glanville. He also assisted Christie with details of daily household life in Egypt 4000 years ago. In addition he made forceful suggestions to Christie to change the ending of the book. This she did but regretted the fact afterwards, feeling that her (unpublished) ending was better. The novel is based on some real letters, translated by egyptologist Battiscombe Gunn, from the Egyptian Middle Kingdom period from a man called Heqanakhte to his family, complaining about their behaviour and treatment of his concubine.It is one of only four Christie novels to have not received an adaptation of any kind (such as screen, stage or radio) and one of only five of her novels to have not received a screen adaptation - the others being Destination Unknown, Passenger to Frankfurt, Postern of Fate and Crooked House.Christie uses a theme for her chapter titles, as she did for many of her novels, in this case the Egyptian agricultural calendar.",3237,5247,9866,4300,6549,3.19442446659132
http://dbpedia.org/resource/The_Bride_of_Newgate,533,The Bride of Newgate,John Dickson Carr,Golden Age of Detective Fiction,Historical mystery,"The Bride of Newgate, first published in 1950, is a historical whodunnit novel by John Dickson Carr which does not feature any of Carr's series detectives.  Set in England in 1815, the book combines two literary genres, historical fiction and the whodunit/detective story, and after Agatha Christie's 1944 mystery Death Comes as the End is only the second novel to do so.",9162,563,6711,9712,1723,2.79444583976176
http://dbpedia.org/resource/Twenty_Years_After,2403,Twenty Years After,Alexandre Dumas,Historical fiction,History,"Twenty Years After (French: Vingt ans après) is a novel by Alexandre Dumas, first serialized from January to August, 1845. A book of the D'Artagnan Romances, it is a sequel to The Three Musketeers and precedes The Vicomte de Bragelonne (which includes the sub-plot, Man in the Iron Mask).The novel follows events in France during the Fronde, during the childhood reign of Louis XIV, and in England near the end of the English Civil War, leading up to the victory of Oliver Cromwell and the execution of King Charles I. Through the words of the main characters, particularly Athos, Dumas comes out on the side of the monarchy in general, or at least the text often praises the idea of benevolent royalty. His musketeers are valiant and just in their efforts to protect young Louis XIV and the doomed Charles I from their attackers.",2979,786,1347,742,9603,3.85424079704988
http://dbpedia.org/resource/The_Black_Tulip,2402,The Black Tulip,Alexandre Dumas,Historical fiction,History,"The Black Tulip is a historical novel written by Alexandre Dumas, père.",1537,5619,9962,4151,9901,3.48957330766763
http://dbpedia.org/resource/Twenty_Years_After,2400,Twenty Years After,Alexandre Dumas,Romanticism,History,"Twenty Years After (French: Vingt ans après) is a novel by Alexandre Dumas, first serialized from January to August, 1845. A book of the D'Artagnan Romances, it is a sequel to The Three Musketeers and precedes The Vicomte de Bragelonne (which includes the sub-plot, Man in the Iron Mask).The novel follows events in France during the Fronde, during the childhood reign of Louis XIV, and in England near the end of the English Civil War, leading up to the victory of Oliver Cromwell and the execution of King Charles I. Through the words of the main characters, particularly Athos, Dumas comes out on the side of the monarchy in general, or at least the text often praises the idea of benevolent royalty. His musketeers are valiant and just in their efforts to protect young Louis XIV and the doomed Charles I from their attackers.",1944,6026,1761,8555,4878,3.36250215852184
http://dbpedia.org/resource/Le_Chevalier_de_Maison-Rouge,2401,Le Chevalier de Maison-Rouge,Alexandre Dumas,Romanticism,History,"Le Chevalier de Maison-Rouge (translated as The Knight of Maison-Rouge: A Novel of Marie Antoinette or The Knight of the Red House) was written in 1845 by Alexandre Dumas, père.  It is related to a series referred to as the Marie Antoinette romances, though technically not part of that series as the characters of Joseph Balsamo (also known as Cagliostro) and Doctor Gilbert do not appear in the novel, and many of the other series protagonists have died by the start of this novel.  The novel takes place shortly after the end of the series, following the death of Louis XVI.  Set in Paris during the Reign of Terror, the novel follows the adventures of a brave young man named Maurice Lindey who unwittingly implicates himself in a Royalist plot to rescue Marie Antoinette from prison.  Maurice is devoted to the Republican cause, but his infatuation with a beautiful young woman leads him into the service of the mysterious Knight of Maison-Rouge, the mastermind behind the plot. Alexandre Dumas based events in the novel on 'the affair of the carnation', an attempt by the Marquis Alexandre Gonsse de Rougeville to communicate with Marie Antoinette by hiding a secret message in the petals of a carnation.  According to the biography La vie d'Alexandre Dumas père by J. Lucas-Dubreton, Dumas had originally titled the work Le Chevalier de Rougeville, but changed the title to Le Chevalier de Maison-Rouge after receiving a complaint from the son of the Marquis de Rougeville.",663,9908,7599,9952,3655,3.18969695062467
http://dbpedia.org/resource/Le_Chevalier_de_Maison-Rouge,2404,Le Chevalier de Maison-Rouge,Alexandre Dumas,Historical fiction,History,"Le Chevalier de Maison-Rouge (translated as The Knight of Maison-Rouge: A Novel of Marie Antoinette or The Knight of the Red House) was written in 1845 by Alexandre Dumas, père.  It is related to a series referred to as the Marie Antoinette romances, though technically not part of that series as the characters of Joseph Balsamo (also known as Cagliostro) and Doctor Gilbert do not appear in the novel, and many of the other series protagonists have died by the start of this novel.  The novel takes place shortly after the end of the series, following the death of Louis XVI.  Set in Paris during the Reign of Terror, the novel follows the adventures of a brave young man named Maurice Lindey who unwittingly implicates himself in a Royalist plot to rescue Marie Antoinette from prison.  Maurice is devoted to the Republican cause, but his infatuation with a beautiful young woman leads him into the service of the mysterious Knight of Maison-Rouge, the mastermind behind the plot. Alexandre Dumas based events in the novel on 'the affair of the carnation', an attempt by the Marquis Alexandre Gonsse de Rougeville to communicate with Marie Antoinette by hiding a secret message in the petals of a carnation.  According to the biography La vie d'Alexandre Dumas père by J. Lucas-Dubreton, Dumas had originally titled the work Le Chevalier de Rougeville, but changed the title to Le Chevalier de Maison-Rouge after receiving a complaint from the son of the Marquis de Rougeville.",2433,1987,7000,2790,3485,3.16428369595931
http://dbpedia.org/resource/The_Black_Tulip,2399,The Black Tulip,Alexandre Dumas,Romanticism,History,"The Black Tulip is a historical novel written by Alexandre Dumas, père.",8666,2827,719,288,9987,3.00458042424512
http://dbpedia.org/resource/Lonesome_Places,1348,Lonesome Places,August Derleth,Cosmicism,Horror fiction,"Lonesome Places is a collection of fantasy and horror short stories by American author August Derleth. It was released in 1962 by Arkham House in an edition of 2,201 copies and was Derleth's fifth collection of weird tales.  The collection contains the stories that Derleth believed to be his best of the preceding 15 years.",974,576,3252,519,8213,4.06553864341658
"http://dbpedia.org/resource/The_Shadows,_Kith_and_Kin",933,"The Shadows, Kith and Kin",Joe R. Lansdale,Splatterpunk,Horror fiction,"The Shadows, Kith and Kin is a collection of short fiction by Joe R. Lansdale, published in 2007 in a limited edition by Subterranean Press. This book has long since sold out.It contains: A Quick Author's Note 'The Shadows, Kith and Kin' 'Deadman's Road' 'The Long Dead Day' 'White Mule, Spotted Pig' 'Bill, the Little Steam Shovel' (illustrated by Mark A. Nelson) 'Alone' (with Melissa Mia Hall) 'The Events Concerning a Nude Fold-Out Found in a Harlequin Romance' 'The Gentleman's Hotel''The Events Concerning a Nude Fold-Out Found in a Harlequin Romance' was previously included in his 1993 paperback collection Bestsellers Guaranteed. It was also included in Electric Gumbo (1994) and The Long Ones (1999).",1896,158,4056,1913,8320,3.89353239919231
http://dbpedia.org/resource/Necronomicon:_The_Best_Weird_Tales_of_H._P._Lovecraft:_Commemorative_Edition,1487,Necronomicon: The Best Weird Tales of H. P. Lovecraft: Commemorative Edition,H. P. Lovecraft,Cosmicism,Horror fiction,"Necronomicon: The Best Weird Tales of H.P. Lovecraft: Commemorative Edition is a select collection of horror short stories, novellas and novels written by H. P. Lovecraft. The book was published in 2008 by Gollancz and is edited by Stephen Jones.",596,1145,968,4000,3605,3.86028698855924
http://dbpedia.org/resource/The_Lair_of_the_White_Worm,1190,The Lair of the White Worm,Bram Stoker,Victorian literature,Horror fiction,"The Lair of the White Worm (also known as The Garden of Evil) is a horror novel by Irish author Bram Stoker. It is partly based on the legend of the Lambton Worm. The book was published in 1911 by Rider and Son in the UK, the year before Stoker's death, with color illustrations by Pamela Colman Smith. In 1925, it was republished in a highly abridged and rewritten form. Over a hundred pages were removed, the rewritten book having only twenty-eight chapters instead of the original forty. The final eleven chapters were cut down to only five, leading some critics to complain that the ending was abrupt and inconsistent. In 1988, it was adapted into a film by Ken Russell.",288,1604,8903,4589,9325,3.8522805455502
http://dbpedia.org/resource/Bleeding_Shadows,937,Bleeding Shadows,Joe R. Lansdale,Splatterpunk,Horror fiction,Bleeding Shadows is  a  short story collection by American author Joe R. Lansdale. It was published by Subterranean Press on 28 November 2013. This volume contains 30 short stories that span Mr. Lansdale's extensive career.  This book is the largest collection of Mr. Lansdale's short stories available to date.,1128,2954,9043,8919,9723,3.72890106084931
http://dbpedia.org/resource/House_of_Leaves,310,House of Leaves,Mark Z. Danielewski,Ergodic literature,Horror fiction,"House of Leaves is the debut novel by American author Mark Z. Danielewski, published in March 2000 by Pantheon Books. A bestseller, it has been translated into a number of languages, and is followed by a companion piece, The Whalestoe Letters.The format and structure of House of Leaves is unconventional, with unusual page layout and style, making it a prime example of ergodic literature. It contains copious footnotes, many of which contain footnotes themselves, including references to fictional books, films or articles. Some pages contain only a few words or lines of text, arranged in strange ways to mirror the events in the story, often creating both an agoraphobic and a claustrophobic effect. The novel is also distinctive for its multiple narrators, who interact with each other in elaborate and disorienting ways.While some have attempted to describe the book as a horror story, many readers, as well as the author, define the book as a love story. Danielewski expands on this point in an interview: 'I had one woman come up to me in a bookstore and say, 'You know, everyone told me it was a horror book, but when I finished it, I realized that it was a love story.' And she's absolutely right. In some ways, genre is a marketing tool.' House of Leaves has also been described as a 'satire of academic criticism.'",2116,4098,115,9615,8045,3.72429029972071
http://dbpedia.org/resource/Miscellaneous_Writings_(Lovecraft),1494,Miscellaneous Writings (Lovecraft),H. P. Lovecraft,Cosmicism,Horror fiction,"Miscellaneous Writings is a collection of short stories, essays and letters by author H. P. Lovecraft.  It was released in 1995  by Arkham House in an edition of 4,959 copies.  The volume was originally conceived by August Derleth and ultimately edited by S.T. Joshi with input from James Turner.",3044,1684,139,5692,5691,3.57243076923077
http://dbpedia.org/resource/The_Dark_Brotherhood_and_Other_Pieces,1346,The Dark Brotherhood and Other Pieces,H. P. Lovecraft,Cosmicism,Horror fiction,"The Dark Brotherhood and Other Pieces is a collection of stories, poems and essays by American author H. P. Lovecraft and others, edited by August Derleth. It was released in 1966 by Arkham House in an edition of 3,460 copies. The dustjacket is by Frank Utpatel.Some controversy was raised by the publication of the Chalker bibliography (see below), as George T. Wetzel claimed with some plausibility that Chalker had pirated Wetzel's own bibliography of 1955.",1529,6645,465,4657,8577,3.55355918255383
http://dbpedia.org/resource/Acceptance_(novel),159,Acceptance (novel),Jeff VanderMeer,New Weird,Horror fiction,"Acceptance is a 2014 novel by Jeff VanderMeer. It is the last in a series of three books called the Southern Reach Trilogy. It was released in the US on September 2, 2014. On March 15, 2014, Buzzfeed gave an exclusive first look at the cover to Acceptance along with an interview with Jeff VanderMeer.",2961,651,8327,8565,6020,3.52903031217011
http://dbpedia.org/resource/Colonel_Markesan_and_Less_Pleasant_People,1339,Colonel Markesan and Less Pleasant People,August Derleth,Cosmicism,Horror fiction,"Colonel Markesan and Less Pleasant People is a collection of stories by authors August Derleth and Mark Schorer writing in collaboration. It was released in 1966  by Arkham House in an edition of 2,405 copies.  The stories were written while the two authors shared a cabin on the Wisconsin River in Sauk City during the summer of 1931.  Most of the stories were published in the magazine Weird Tales.  Two of the stories, 'Colonel Markesan' and 'The Return of Andrew Bentley,' were adapted for the Thriller television series.",414,4526,9126,1858,7603,3.49772601691673
http://dbpedia.org/resource/The_Call_of_Cthulhu_and_Other_Weird_Stories,1338,The Call of Cthulhu and Other Weird Stories,H. P. Lovecraft,Cosmicism,Horror fiction,"The Call of Cthulhu and Other Weird Stories is Penguin Classics' first omnibus edition of works by seminal 20th-century American author H. P. Lovecraft. It was released in October 1999 and is still in print. The volume is named for the Lovecraft short story, 'The Call of Cthulhu'.This edition, the first new paperback publication of Lovecraft's works since the Del-Rey editions, contains a new introduction and explanatory notes on individual stories by noted Lovecraft scholar S. T. Joshi. The texts of the stories are, for the most part, the same corrected versions found in the earlier Arkham House editions of Lovecraft's works, also edited by Joshi, with a few further errors corrected for the present editions.Its companion volumes from Penguin Classics are The Thing on the Doorstep and Other Weird Stories (2001), and The Dreams in the Witch House and Other Weird Stories (2004).",3879,2092,6944,8471,7872,3.49097682685078
http://dbpedia.org/resource/Night's_Yawning_Peal:_A_Ghostly_Company,1495,Night's Yawning Peal: A Ghostly Company,August Derleth,Cosmicism,Horror fiction,"Night's Yawning Peal: A Ghostly Company is an anthology of supernatural short stories edited by August Derleth. It was released in 1952 by Arkham House with Pellegrini & Cudahy in an edition of 4,500 copies. The cover price on the first edition is $3.00. It is the second and last book that Arkham published with Pellegrini and Cudahy.",3281,5145,4333,9779,8511,3.48613481915682
http://dbpedia.org/resource/Christmas_with_the_Dead_(short_story),934,Christmas with the Dead (short story),Joe R. Lansdale,Splatterpunk,Horror fiction,Christmas with the Dead is a Zombie Apocalypse short story by author Joe R. Lansdale. It's a story about a man named Calvin who's bound and determined to celebrate Christmas despite being the only human left in a town inhabited by Zombies. This short story is published as a limited edition chapbook and has been adapted to film.,3975,3224,3268,5797,8430,3.46501174374342
http://dbpedia.org/resource/Annihilation_(VanderMeer_novel),160,Annihilation (VanderMeer novel),Jeff VanderMeer,New Weird,Horror fiction,"Annihilation is a 2014 novel by Jeff VanderMeer. It is the first in a series of three books called the Southern Reach Trilogy. The book describes a team of four (a biologist, an anthropologist, a psychologist, and a surveyor) who set out into an area known as Area X. The area is abandoned and cut off from the rest of civilization. They are the 12th expedition. The other expeditions have been fraught with disappearances, suicides, aggressive cancers, and mental trauma. The novel won the 2014 Nebula award for Best Novel  and the 2014 Shirley Jackson Award for best novel.",141,6054,6065,5819,5786,3.463230672533
http://dbpedia.org/resource/The_Architecture_of_Fear,22,The Architecture of Fear,Kathryn Cramer,Hard science fiction,Horror fiction,"The Architecture of Fear is an anthology of horror stories edited by Peter D. Pautz and Kathryn Cramer. It was published by Arbor House in October 1987. The anthology contains, among several other stories, the Gene Wolfe short story 'In the House of Gingerbread', which was original to the anthology and was nominated for a World Fantasy Award for Best Short Story. The anthology itself won the 1988 World Fantasy Award for Best Anthology.",2513,5897,3570,9539,7125,3.44916911045943
http://dbpedia.org/resource/Lunar_Park,862,Lunar Park,Bret Easton Ellis,Postmodern literature,Horror fiction,"Lunar Park is a mock memoir by Bret Easton Ellis. It was released by Knopf on August 16, 2005. It is notable for being the first book written by Ellis to use past tense narrative.",7602,1833,1025,7447,9777,3.35991908683716
http://dbpedia.org/resource/Haunted_(Palahniuk_novel),461,Haunted (Palahniuk novel),Chuck Palahniuk,Postmodern literature,Horror fiction,"Haunted is a 2005 novel by Chuck Palahniuk. The plot is a frame story for a series of 23 short stories, most preceded by a free verse poem. Each story is followed by a chapter of the main narrative, is told by a character in main narrative, and ties back into the main story in some way. Typical of Palahniuk's work, the dominant motifs in Haunted are sexual deviance, sexual identity, homosexuality, desperation, social distastefulness, disease, murder, death, and existentialism.The synopsis on the dustjacket describes Haunted as a satire of reality television, but according to Palahniuk, the novel is actually about 'the battle for credibility' that has resulted from the ease with which one can publish through the use of modern technology.The cover of the 2006 U.S. trade paperback reprint features a glow-in-the-dark image.",1042,8193,3013,9397,5237,3.35689308831188
http://dbpedia.org/resource/The_Survivor_and_Others,1184,The Survivor and Others,August Derleth,Cosmicism,Horror fiction,"The Survivor and Others is a collection of fantasy and horror short stories by August Derleth, inspired by some of H. P. Lovecraft's notes left behind after his death. Derleth, Lovecraft's literary executor billed himself as a 'posthumous collaborator' with the other writer. It was released in an edition of 2,096 copies. It was reissued in paperback by Ballantine Books in 1962 and 1971.All of the stories, written after Lovecraft's death in 1937, were completed by Derleth from Lovecraft's notes or outlines.",6364,1393,1539,7520,7636,3.35461311958122
http://dbpedia.org/resource/The_Watchers_Out_of_Time_and_Others,1499,The Watchers Out of Time and Others,H. P. Lovecraft,Cosmicism,Horror fiction,"The Watchers Out of Time and Others is an omnibus collection of stories by August Derleth inspired in part by notes left by H. P. Lovecraft after his death and presented as a 'posthumous collaboration' between the two writers. (Derleth acted as Lovecraft's literary executor.) It was published in an edition of 5,070 copies.  Several of the stories relate to the Cthulhu Mythos and had appeared previously in the earliest collections The Lurker at the Threshold, The Survivor and Others, The Shuttered Room and Other Pieces, The Dark Brotherhood and Other Pieces and other Arkham House publications.Some controversy exists among Lovecraft's admirers as to the ethics of presenting the stories as collaborative works. Upon this volume's publication, Donald Wandrei, one of Arkham House's founders, wrote letters to reviewers complaining that the stories were essentially Derleth's own works, incorporating fragments of unpublished Lovecraft prose. Gahan Wilson agreed that the stories 'should really be billed as his [Derleth's] own, and merely based on the notes and letters of Lovecraft, and on the Lovecraftian mythos as he [Derleth] saw it, and no more than that.'",3864,4107,2948,5806,6983,3.33478150835161
http://dbpedia.org/resource/Haunted_(Palahniuk_novel),464,Haunted (Palahniuk novel),Chuck Palahniuk,Minimalism,Horror fiction,"Haunted is a 2005 novel by Chuck Palahniuk. The plot is a frame story for a series of 23 short stories, most preceded by a free verse poem. Each story is followed by a chapter of the main narrative, is told by a character in main narrative, and ties back into the main story in some way. Typical of Palahniuk's work, the dominant motifs in Haunted are sexual deviance, sexual identity, homosexuality, desperation, social distastefulness, disease, murder, death, and existentialism.The synopsis on the dustjacket describes Haunted as a satire of reality television, but according to Palahniuk, the novel is actually about 'the battle for credibility' that has resulted from the ease with which one can publish through the use of modern technology.The cover of the 2006 U.S. trade paperback reprint features a glow-in-the-dark image.",3320,4365,7711,2483,7842,3.27844951595972
http://dbpedia.org/resource/Dagon_and_Other_Macabre_Tales,1186,Dagon and Other Macabre Tales,H. P. Lovecraft,Cosmicism,Horror fiction,"Dagon and Other Macabre Tales is a collection of stories by American author H. P. Lovecraft, which also includes his seminal essay on weird fiction, Supernatural Horror in Literature. It was originally published in 1965 by Arkham House in an edition of 3,471 copies. The true first edition, unlike some other first editions of Lovecraft collections issued by Arkham House in the mid-sixties, is bound with head- and tailbands.The collection was revised in 1986 by S.T. Joshi replacing the introduction by August Derleth for one by Joshi and another by T. E. D. Klein.  The bulk of the tales were also reordered chronologically, while some tales were moved to appendices.  It was released in an edition of 4,023 copies, designated a 'corrected 5th printing'.",1426,4819,3805,332,5881,3.27196704175121
http://dbpedia.org/resource/Lullaby_(Palahniuk_novel),462,Lullaby (Palahniuk novel),Chuck Palahniuk,Postmodern literature,Horror fiction,"Lullaby is a horror-satire novel by American author Chuck Palahniuk, published in 2002. It won the 2003 Pacific Northwest Booksellers Association Award, and was nominated for the Bram Stoker Award for Best Novel in 2002.",5855,4428,5987,8331,8106,3.25697862842817
http://dbpedia.org/resource/The_Shunned_House,1177,The Shunned House,H. P. Lovecraft,Cosmicism,Horror fiction,"'The Shunned House' is a novelette by H. P. Lovecraft in the horror fiction genre. Written on October 16–19, 1924, it was first published in the October 1937 issue of Weird Tales.",1105,9384,4747,7531,5214,3.22747578714127
http://dbpedia.org/resource/The_Mask_of_Cthulhu,1344,The Mask of Cthulhu,August Derleth,Cosmicism,Horror fiction,"The Mask of Cthulhu is a collection of fantasy and horror short stories by author August Derleth. It was released in 1958 by Arkham House in an edition of 2,051 copies.The stories are part of the Cthulhu Mythos and most had appeared in the magazine Weird Tales between 1939 and 1953.",5479,4195,9502,2988,9358,3.20782310767083
http://dbpedia.org/resource/The_Lurker_at_the_Threshold,1504,The Lurker at the Threshold,H. P. Lovecraft,Cosmicism,Horror fiction,"The Lurker at the Threshold is a short novel in the Cthulhu Mythos genre of horror. It was written by August Derleth, based on short fragments written by H. P. Lovecraft, who died in 1937, and published as a collaboration between the two authors. According to S. T. Joshi, of the novel's 50,000 words, 1,200 were written by Lovecraft.The novel was originally published in 1945 by Arkham House in a hardcover edition of 3,041 copies, listed as the second (and final) volume in the 'Library of Arkham House Novels of Fantasy and Terror'. A British hardcover followed from Museum Press in 1948. The first British paperback was issued in 1970, with an American paperback published by Beagle Books in 1971. The novel has since been regularly reissued by Ballantine Books, then by Carroll & Graf. A French translation, Le rôdeur devant le seuil, appeared in 1973.Lurker was included in The Watchers Out of Time and Others, the 1974 Arkham House omnibus edition of Derleth's stories credited as collaborations with Lovecraft (but excluded from similarly titled paperback editions compiling those stories).",3133,7074,7475,3223,8020,3.2047709593777
http://dbpedia.org/resource/Diary_(novel),463,Diary (novel),Chuck Palahniuk,Minimalism,Horror fiction,"Diary is a 2003 novel by Chuck Palahniuk. The book is written like a diary. Its protagonist is Misty Wilmot, a once-promising young artist currently working as a waitress in a hotel. Her husband, a contractor, is in a coma after a suicide attempt. According to the description on the back of Diary, Misty 'soon finds herself a pawn in a larger conspiracy that threatens to cost hundreds of lives.'Diary loosely falls into the modern horror genre, putting aside violence and shock tactics in favour of psychological scares and dark humor.The audio version of Diary is narrated by actress Martha Plimpton.",5038,5720,6153,9107,6317,3.18385650224215
http://dbpedia.org/resource/The_Outsider_and_Others,1501,The Outsider and Others,H. P. Lovecraft,Cosmicism,Horror fiction,"The Outsider and Others is a collection of stories by author H. P. Lovecraft. It was released in 1939 and was the first book published by Arkham House. 1,268 copies were printed.  It went out of print early in 1944 and has never been reprinted.The volume takes its name from the Lovecraft short story 'The Outsider'; The Outsider and Other Stories was Lovecraft's preferred title for a short story collection considered, but never issued, by Farnsworth Wright. The stories for this volume were selected by August Derleth and Donald Wandrei.  The dust jacket art was a montage of drawings by Virgil Finlay for Weird Tales magazine, of which only one or two had originally illustrated Lovecraft stories. E. F. Bleiler describes the collection's publication as 'the beginning of serious specialist publishing of fantastic fiction in America'.",705,9289,8935,178,7609,3.17581224734242
http://dbpedia.org/resource/Crawling_Sky,936,Crawling Sky,Joe R. Lansdale,Splatterpunk,Horror fiction,"Crawling Sky is a graphic novel adapted from a short story by Joe R. Lansdale by his son Keith Lansdale. It follows the further adventures of the Reverend Jedidiah Mercer. In this story he ventures into a decrepit unnamed town in East Texas. He soon learns the entire town is possessed by an evil entity. The Reverend soon meetsMary and Norville who agree to help anyway they can. They go to a cabin in an area right in the middle of the evil powers hold sway. They soon trap the monster and dubp it into a well. Needless to say, the monster climbs out and an intense battle tales place.",2541,7795,9764,9481,4480,3.1633539825607
http://dbpedia.org/resource/In_Lovecraft's_Shadow,1493,In Lovecraft's Shadow,August Derleth,Cosmicism,Horror fiction,"In Lovecraft's Shadow: The Cthulhu Mythos Stories of August Derleth is a collection of fantasy and horror short stories by author August Derleth. It was released in 1998 by Mycroft & Moran in an edition of 2,051 copies.The stories are part of the Cthulhu Mythos and several had appeared previously in the Arkham House collections:  The Mask of Cthulhu (1958), The Trail of Cthulhu (1962) and Colonel Markesan and Less Pleasant People (with Mark Schorer, 1966).",1925,3828,9240,9820,675,3.13700564971751
http://dbpedia.org/resource/Lullaby_(Palahniuk_novel),465,Lullaby (Palahniuk novel),Chuck Palahniuk,Minimalism,Horror fiction,"Lullaby is a horror-satire novel by American author Chuck Palahniuk, published in 2002. It won the 2003 Pacific Northwest Booksellers Association Award, and was nominated for the Bram Stoker Award for Best Novel in 2002.",6234,5095,6760,2047,9753,3.13349392753187
http://dbpedia.org/resource/Skull-Face_and_Others,1937,Skull-Face and Others,Robert E. Howard,Weird fiction,Horror fiction,"Skull-Face and Others is a collection of fantasy and horror short stories by author Robert E. Howard. It was the author's third book and was published by Arkham House in 1946 in an edition of 3,004 copies.Most of the stories had originally appeared in the magazine Weird Tales.",7335,1389,8796,8170,5920,3.12499209111041
http://dbpedia.org/resource/Something_About_Cats_and_Other_Pieces,1349,Something About Cats and Other Pieces,H. P. Lovecraft,Cosmicism,Horror fiction,"Something About Cats and Other Pieces is a collection of fantasy, horror and science fiction short stories, poetry and essays by American author H. P. Lovecraft. It was released in 1949 and was the fourth collection of Lovecraft's work published by Arkham House.The stories for this volume were selected by August Derleth.",4547,5245,2168,4055,6526,3.12279845614658
http://dbpedia.org/resource/The_Dream-Quest_of_Unknown_Kadath,1187,The Dream-Quest of Unknown Kadath,H. P. Lovecraft,Cosmicism,Horror fiction,"The Dream-Quest of Unknown Kadath is a novella by H. P. Lovecraft (1890–1937).  Begun probably in the autumn of 1926, it was completed on January 22, 1927 and was unpublished in his lifetime. It is both the longest of the stories that make up his Dream Cycle and the longest Lovecraft work to feature protagonist Randolph Carter. Along with his 1927 novel The Case of Charles Dexter Ward, it can be considered one of the significant achievements of that period of Lovecraft's writing. The Dream-Quest combines elements of horror and fantasy into an epic tale that illustrates the scope and wonder of humankind's ability to dream.The story was published posthumously by Arkham House in 1943. Currently, it is published by Ballantine Books in an anthology that also includes 'The Silver Key' and 'Through the Gates of the Silver Key.' The definitive version, with corrected text by S. T. Joshi, is published by  Arkham House in At the Mountains of Madness and Other Novels and by Penguin Classics in The Dreams in the Witch-House and Other Weird Stories.",4238,4686,8623,1851,6561,3.06976385839208
